District,Grade,Year,Demographic Category,Demographic Variable,# Total Days,# Days Absent,# Days Present,% Attendance,# Contributing 20+ Total Days,# Chronically Absent,% Chronically Absent
31,5,2013-14,SWD Status,Not SWD,624771,36705,588066,94.1,3539,556,15.7
31,5,2013-14,SWD Status,SWD,219202,17371,201831,92.1,1245,317,25.5
31,5,2014-15,SWD Status,Not SWD,600510,29719,570791,95.1,3379,395,11.7
31,5,2014-15,SWD Status,SWD,218021,15318,202703,93.0,1232,277,22.5
31,5,2015-16,SWD Status,Not SWD,585132,27762,557370,95.3,3357,407,12.1
31,5,2015-16,SWD Status,SWD,214812,14583,200229,93.2,1236,282,22.8
31,5,2016-17,SWD Status,Not SWD,599595,31413,568182,94.8,3477,472,13.6
31,5,2016-17,SWD Status,SWD,212023,15380,196643,92.7,1229,307,25.0
31,5,2017-18,SWD Status,Not SWD,598711,33206,565505,94.5,3442,545,15.8
31,5,2017-18,SWD Status,SWD,229108,17985,211123,92.1,1320,355,26.9
31,5,2018-19,SWD Status,Not SWD,603228,31674,571554,94.7,3447,513,14.9
31,5,2018-19,SWD Status,SWD,220335,16627,203708,92.5,1260,341,27.1
31,6,2013-14,SWD Status,Not SWD,575929,33625,542304,94.2,3307,523,15.8
31,6,2013-14,SWD Status,SWD,179843,15421,164422,91.4,1044,330,31.6
31,6,2014-15,SWD Status,Not SWD,579235,31057,548178,94.6,3266,487,14.9
31,6,2014-15,SWD Status,SWD,199924,15929,183995,92.0,1132,300,26.5
31,6,2015-16,SWD Status,Not SWD,552358,28296,524062,94.9,3175,430,13.5
31,6,2015-16,SWD Status,SWD,195277,15023,180254,92.3,1131,306,27.1
31,6,2016-17,SWD Status,Not SWD,548477,29631,518846,94.6,3186,475,14.9
31,6,2016-17,SWD Status,SWD,195299,16395,178904,91.6,1147,344,30.0
31,6,2017-18,SWD Status,Not SWD,580058,34461,545597,94.1,3335,574,17.2
31,6,2017-18,SWD Status,SWD,196702,18090,178612,90.8,1137,392,34.5
31,6,2018-19,SWD Status,Not SWD,567636,30399,537237,94.6,3256,498,15.3
31,6,2018-19,SWD Status,SWD,211268,18579,192689,91.2,1225,353,28.8
31,7,2013-14,SWD Status,Not SWD,563791,37693,526098,93.3,3232,622,19.2
31,7,2013-14,SWD Status,SWD,165240,16235,149005,90.2,951,337,35.4
31,7,2014-15,SWD Status,Not SWD,594872,33774,561098,94.3,3360,477,14.2
31,7,2014-15,SWD Status,SWD,180285,15652,164633,91.3,1023,295,28.8
31,7,2015-16,SWD Status,Not SWD,573407,32354,541053,94.4,3288,515,15.7
31,7,2015-16,SWD Status,SWD,194334,16835,177499,91.3,1119,338,30.2
31,7,2016-17,SWD Status,Not SWD,550893,32484,518409,94.1,3211,566,17.6
31,7,2016-17,SWD Status,SWD,186730,16881,169849,91.0,1087,370,34.0
31,7,2017-18,SWD Status,Not SWD,564515,35787,528728,93.7,3240,618,19.1
31,7,2017-18,SWD Status,SWD,189689,18755,170934,90.1,1094,394,36.0
31,7,2018-19,SWD Status,Not SWD,588542,34756,553786,94.1,3367,611,18.1
31,7,2018-19,SWD Status,SWD,189798,18110,171688,90.5,1094,379,34.6
31,8,2013-14,SWD Status,Not SWD,606388,44217,562171,92.7,3451,776,22.5
31,8,2013-14,SWD Status,SWD,157364,17497,139867,88.9,909,367,40.4
31,8,2014-15,SWD Status,Not SWD,583639,40241,543398,93.1,3287,655,19.9
31,8,2014-15,SWD Status,SWD,161794,17134,144660,89.4,913,358,39.2
31,8,2015-16,SWD Status,Not SWD,598631,39402,559229,93.4,3421,605,17.7
31,8,2015-16,SWD Status,SWD,170029,17071,152958,90.0,977,349,35.7
31,8,2016-17,SWD Status,Not SWD,586240,41685,544555,92.9,3403,746,21.9
31,8,2016-17,SWD Status,SWD,183942,19525,164417,89.4,1060,405,38.2
31,8,2017-18,SWD Status,Not SWD,569653,41638,528015,92.7,3260,771,23.7
31,8,2017-18,SWD Status,SWD,178634,19554,159080,89.1,1025,409,39.9
31,8,2018-19,SWD Status,Not SWD,565590,39292,526298,93.1,3239,694,21.4
31,8,2018-19,SWD Status,SWD,179537,20043,159494,88.8,1031,405,39.3
31,9,2013-14,SWD Status,Not SWD,708557,80802,627755,88.6,4458,1168,26.2
31,9,2013-14,SWD Status,SWD,199302,38487,160815,80.7,1265,605,47.8
31,9,2014-15,SWD Status,Not SWD,658791,66751,592040,89.9,4069,921,22.6
31,9,2014-15,SWD Status,SWD,180587,34899,145688,80.7,1152,511,44.4
31,9,2015-16,SWD Status,Not SWD,629275,71482,557793,88.6,3958,951,24.0
31,9,2015-16,SWD Status,SWD,176996,33611,143385,81.0,1129,498,44.1
31,9,2016-17,SWD Status,Not SWD,643611,74044,569567,88.5,4100,982,24.0
31,9,2016-17,SWD Status,SWD,188016,37430,150586,80.1,1208,577,47.8
31,9,2017-18,SWD Status,Not SWD,617546,61947,555599,90.0,3897,858,22.0
31,9,2017-18,SWD Status,SWD,190373,33690,156683,82.3,1208,499,41.3
31,9,2018-19,SWD Status,Not SWD,606491,49807,556684,91.8,3753,699,18.6
31,9,2018-19,SWD Status,SWD,181221,28680,152541,84.2,1124,440,39.1
31,10,2013-14,SWD Status,Not SWD,603461,50513,552948,91.6,3791,846,22.3
31,10,2013-14,SWD Status,SWD,137620,21633,115987,84.3,891,395,44.3
31,10,2014-15,SWD Status,Not SWD,654530,54473,600057,91.7,4067,962,23.7
31,10,2014-15,SWD Status,SWD,153788,24485,129303,84.1,972,438,45.1
31,10,2015-16,SWD Status,Not SWD,626247,55335,570912,91.2,3923,868,22.1
31,10,2015-16,SWD Status,SWD,146596,24152,122444,83.5,941,408,43.4
31,10,2016-17,SWD Status,Not SWD,590671,52052,538619,91.2,3760,899,23.9
31,10,2016-17,SWD Status,SWD,149284,23638,125646,84.2,962,425,44.2
31,10,2017-18,SWD Status,Not SWD,619838,54235,565603,91.3,3918,872,22.3
31,10,2017-18,SWD Status,SWD,160867,26029,134838,83.8,1036,449,43.3
31,10,2018-19,SWD Status,Not SWD,616461,51307,565154,91.7,3838,828,21.6
31,10,2018-19,SWD Status,SWD,172145,26251,145894,84.8,1089,439,40.3
31,11,2013-14,SWD Status,Not SWD,536256,41441,494815,92.3,3312,705,21.3
31,11,2013-14,SWD Status,SWD,102649,14756,87893,85.6,653,267,40.9
31,11,2014-15,SWD Status,Not SWD,553878,36375,517503,93.4,3372,636,18.9
31,11,2014-15,SWD Status,SWD,116100,15220,100880,86.9,724,281,38.8
31,11,2015-16,SWD Status,Not SWD,555724,42098,513626,92.4,3434,665,19.4
31,11,2015-16,SWD Status,SWD,127533,15832,111701,87.6,797,300,37.6
31,11,2016-17,SWD Status,Not SWD,553282,40945,512337,92.6,3453,668,19.3
31,11,2016-17,SWD Status,SWD,122099,15962,106137,86.9,779,315,40.4
31,11,2017-18,SWD Status,Not SWD,539851,41585,498266,92.3,3351,617,18.4
31,11,2017-18,SWD Status,SWD,136082,19139,116943,85.9,861,352,40.9
31,11,2018-19,SWD Status,Not SWD,584937,40983,543954,93.0,3576,620,17.3
31,11,2018-19,SWD Status,SWD,154028,20353,133675,86.8,952,332,34.9
31,12,2013-14,SWD Status,Not SWD,518141,47740,470401,90.8,3209,955,29.8
31,12,2013-14,SWD Status,SWD,79206,12157,67049,84.7,502,235,46.8
31,12,2014-15,SWD Status,Not SWD,523246,47569,475677,90.9,3180,974,30.6
31,12,2014-15,SWD Status,SWD,85149,13414,71735,84.2,539,263,48.8
31,12,2015-16,SWD Status,Not SWD,529063,51487,477576,90.3,3280,1012,30.9
31,12,2015-16,SWD Status,SWD,81550,12949,68601,84.1,524,251,47.9
31,12,2016-17,SWD Status,Not SWD,534173,54540,479633,89.8,3336,1125,33.7
31,12,2016-17,SWD Status,SWD,91547,15148,76399,83.5,594,313,52.7
31,12,2017-18,SWD Status,Not SWD,548279,54669,493610,90.0,3401,1040,30.6
31,12,2017-18,SWD Status,SWD,94372,19091,75281,79.8,603,332,55.1
31,12,2018-19,SWD Status,Not SWD,530241,53865,476376,89.8,3244,1022,31.5
31,12,2018-19,SWD Status,SWD,101463,20929,80534,79.4,641,353,55.1
32,All Grades,2013-14,SWD Status,Not SWD,1904325,174793,1729532,90.8,11357,3387,29.8
32,All Grades,2013-14,SWD Status,SWD,434935,54494,380441,87.5,2585,1136,43.9
32,All Grades,2014-15,SWD Status,Not SWD,1807496,154028,1653468,91.5,10630,2889,27.2
32,All Grades,2014-15,SWD Status,SWD,423469,50571,372898,88.1,2490,1026,41.2
32,All Grades,2015-16,SWD Status,Not SWD,1655010,134914,1520096,91.8,9939,2675,26.9
32,All Grades,2015-16,SWD Status,SWD,401550,45161,356389,88.8,2420,965,39.9
32,All Grades,2016-17,SWD Status,Not SWD,1515058,125586,1389472,91.7,9200,2445,26.6
32,All Grades,2016-17,SWD Status,SWD,392823,45151,347672,88.5,2366,951,40.2
32,All Grades,2017-18,SWD Status,Not SWD,1432589,124661,1307928,91.3,8589,2432,28.3
32,All Grades,2017-18,SWD Status,SWD,391025,47169,343856,87.9,2345,982,41.9
32,All Grades,2018-19,SWD Status,Not SWD,1364088,113568,1250520,91.7,8293,2202,26.6
32,All Grades,2018-19,SWD Status,SWD,380856,45319,335537,88.1,2281,940,41.2
32,0K,2013-14,SWD Status,Not SWD,171831,15976,155855,90.7,1022,355,34.7
32,0K,2013-14,SWD Status,SWD,24228,2614,21614,89.2,140,67,47.9
32,0K,2014-15,SWD Status,Not SWD,155150,13780,141370,91.1,911,297,32.6
32,0K,2014-15,SWD Status,SWD,24955,2615,22340,89.5,149,61,40.9
32,0K,2015-16,SWD Status,Not SWD,139550,12248,127302,91.2,839,284,33.8
32,0K,2015-16,SWD Status,SWD,24439,2306,22133,90.6,146,52,35.6
32,0K,2016-17,SWD Status,Not SWD,113547,9924,103623,91.3,693,235,33.9
32,0K,2016-17,SWD Status,SWD,20929,2034,18895,90.3,126,44,34.9
32,0K,2017-18,SWD Status,Not SWD,98412,8890,89522,91.0,598,204,34.1
32,0K,2017-18,SWD Status,SWD,23718,2155,21563,90.9,138,45,32.6
32,0K,2018-19,SWD Status,Not SWD,91165,8078,83087,91.1,559,181,32.4
32,0K,2018-19,SWD Status,SWD,23083,2039,21044,91.2,135,56,41.5
32,1,2013-14,SWD Status,Not SWD,175034,13979,161055,92.0,1037,302,29.1
32,1,2013-14,SWD Status,SWD,41102,3936,37166,90.4,240,91,37.9
32,1,2014-15,SWD Status,Not SWD,162691,11667,151024,92.8,945,242,25.6
32,1,2014-15,SWD Status,SWD,28328,2829,25499,90.0,165,67,40.6
32,1,2015-16,SWD Status,Not SWD,143036,10623,132413,92.6,860,234,27.2
32,1,2015-16,SWD Status,SWD,30517,2737,27780,91.0,178,67,37.6
32,1,2016-17,SWD Status,Not SWD,126461,10003,116458,92.1,769,217,28.2
32,1,2016-17,SWD Status,SWD,29757,2820,26937,90.5,176,66,37.5
32,1,2017-18,SWD Status,Not SWD,109812,8744,101068,92.0,649,204,31.4
32,1,2017-18,SWD Status,SWD,23977,2077,21900,91.3,142,53,37.3
32,1,2018-19,SWD Status,Not SWD,92406,7010,85396,92.4,562,157,27.9
32,1,2018-19,SWD Status,SWD,28576,2731,25845,90.4,169,59,34.9
32,2,2013-14,SWD Status,Not SWD,171192,12428,158764,92.7,1005,237,23.6
32,2,2013-14,SWD Status,SWD,42657,4455,38202,89.6,252,106,42.1
32,2,2014-15,SWD Status,Not SWD,160365,11149,149216,93.0,928,216,23.3
32,2,2014-15,SWD Status,SWD,42303,4165,38138,90.2,242,94,38.8
32,2,2015-16,SWD Status,Not SWD,141187,8362,132825,94.1,835,172,20.6
32,2,2015-16,SWD Status,SWD,33484,3222,30262,90.4,197,72,36.5
32,2,2016-17,SWD Status,Not SWD,128426,8189,120237,93.6,766,162,21.1
32,2,2016-17,SWD Status,SWD,32841,3009,29832,90.8,196,63,32.1
32,2,2017-18,SWD Status,Not SWD,118424,8535,109889,92.8,701,175,25.0
32,2,2017-18,SWD Status,SWD,32675,3028,29647,90.7,194,66,34.0
32,2,2018-19,SWD Status,Not SWD,100690,7339,93351,92.7,607,163,26.9
32,2,2018-19,SWD Status,SWD,24643,2116,22527,91.4,147,40,27.2
32,3,2013-14,SWD Status,Not SWD,162231,10944,151287,93.3,951,215,22.6
32,3,2013-14,SWD Status,SWD,44372,3694,40678,91.7,256,72,28.1
32,3,2014-15,SWD Status,Not SWD,157003,9552,147451,93.9,907,167,18.4
32,3,2014-15,SWD Status,SWD,40814,3587,37227,91.2,234,82,35.0
32,3,2015-16,SWD Status,Not SWD,139067,7939,131128,94.3,818,154,18.8
32,3,2015-16,SWD Status,SWD,43452,3677,39775,91.5,255,86,33.7
32,3,2016-17,SWD Status,Not SWD,129198,7744,121454,94.0,772,152,19.7
32,3,2016-17,SWD Status,SWD,38927,3704,35223,90.5,228,90,39.5
32,3,2017-18,SWD Status,Not SWD,117134,7405,109729,93.7,690,144,20.9
32,3,2017-18,SWD Status,SWD,33984,3049,30935,91.0,201,60,29.9
32,3,2018-19,SWD Status,Not SWD,111651,7019,104632,93.7,671,134,20.0
32,3,2018-19,SWD Status,SWD,33506,2865,30641,91.4,196,62,31.6
32,4,2013-14,SWD Status,Not SWD,163315,10587,152728,93.5,946,187,19.8
32,4,2013-14,SWD Status,SWD,46252,4157,42095,91.0,269,93,34.6
32,4,2014-15,SWD Status,Not SWD,151929,9161,142768,94.0,873,196,22.5
32,4,2014-15,SWD Status,SWD,45226,3565,41661,92.1,260,74,28.5
32,4,2015-16,SWD Status,Not SWD,140791,7418,133373,94.7,816,134,16.4
32,4,2015-16,SWD Status,SWD,39819,3238,36581,91.9,234,80,34.2
32,4,2016-17,SWD Status,Not SWD,125888,7182,118706,94.3,744,141,19.0
32,4,2016-17,SWD Status,SWD,41558,3401,38157,91.8,243,74,30.5
32,4,2017-18,SWD Status,Not SWD,120916,7294,113622,94.0,705,137,19.4
32,4,2017-18,SWD Status,SWD,39869,3793,36076,90.5,229,87,38.0
32,4,2018-19,SWD Status,Not SWD,114782,6790,107992,94.1,690,124,18.0
32,4,2018-19,SWD Status,SWD,32277,2624,29653,91.9,191,58,30.4
32,5,2013-14,SWD Status,Not SWD,165689,10098,155591,93.9,948,180,19.0
32,5,2013-14,SWD Status,SWD,39531,3303,36228,91.6,226,70,31.0
32,5,2014-15,SWD Status,Not SWD,154018,8500,145518,94.5,881,147,16.7
32,5,2014-15,SWD Status,SWD,45201,3807,41394,91.6,259,78,30.1
32,5,2015-16,SWD Status,Not SWD,145309,8022,137287,94.5,840,151,18.0
32,5,2015-16,SWD Status,SWD,41878,3173,38705,92.4,246,69,28.0
32,5,2016-17,SWD Status,Not SWD,134091,7150,126941,94.7,793,130,16.4
32,5,2016-17,SWD Status,SWD,38308,3266,35042,91.5,225,81,36.0
32,5,2017-18,SWD Status,Not SWD,126737,7309,119428,94.2,731,146,20.0
32,5,2017-18,SWD Status,SWD,38977,3575,35402,90.8,226,77,34.1
32,5,2018-19,SWD Status,Not SWD,122323,6652,115671,94.6,717,116,16.2
32,5,2018-19,SWD Status,SWD,38891,3773,35118,90.3,226,86,38.1
32,6,2013-14,SWD Status,Not SWD,185427,11886,173541,93.6,1072,208,19.4
32,6,2013-14,SWD Status,SWD,34169,3500,30669,89.8,200,79,39.5
32,6,2014-15,SWD Status,Not SWD,165984,8867,157117,94.7,935,145,15.5
32,6,2014-15,SWD Status,SWD,39073,3554,35519,90.9,223,72,32.3
32,6,2015-16,SWD Status,Not SWD,157409,7839,149570,95.0,916,139,15.2
32,6,2015-16,SWD Status,SWD,39855,3229,36626,91.9,236,71,30.1
32,6,2016-17,SWD Status,Not SWD,152962,7908,145054,94.8,896,137,15.3
32,6,2016-17,SWD Status,SWD,41655,3197,38458,92.3,245,69,28.2
32,6,2017-18,SWD Status,Not SWD,141859,7629,134230,94.6,826,128,15.5
32,6,2017-18,SWD Status,SWD,36997,3121,33876,91.6,215,75,34.9
32,6,2018-19,SWD Status,Not SWD,145705,8190,137515,94.4,862,155,18.0
32,6,2018-19,SWD Status,SWD,39386,3612,35774,90.8,229,80,34.9
32,7,2013-14,SWD Status,Not SWD,187035,13178,173857,93.0,1072,223,20.8
32,7,2013-14,SWD Status,SWD,42349,4843,37506,88.6,247,101,40.9
32,7,2014-15,SWD Status,Not SWD,182736,11511,171225,93.7,1038,200,19.3
32,7,2014-15,SWD Status,SWD,34562,3330,31232,90.4,195,66,33.8
32,7,2015-16,SWD Status,Not SWD,158994,8727,150267,94.5,925,162,17.5
32,7,2015-16,SWD Status,SWD,35427,3328,32099,90.6,206,72,35.0
32,7,2016-17,SWD Status,Not SWD,150969,8463,142506,94.4,887,149,16.8
32,7,2016-17,SWD Status,SWD,38379,3677,34702,90.4,222,66,29.7
32,7,2017-18,SWD Status,Not SWD,150829,8772,142057,94.2,874,156,17.8
32,7,2017-18,SWD Status,SWD,40789,3694,37095,90.9,239,88,36.8
32,7,2018-19,SWD Status,Not SWD,140549,7747,132802,94.5,820,137,16.7
32,7,2018-19,SWD Status,SWD,36281,3620,32661,90.0,208,80,38.5
32,8,2013-14,SWD Status,Not SWD,190609,16389,174220,91.4,1087,288,26.5
32,8,2013-14,SWD Status,SWD,35999,5267,30732,85.4,208,100,48.1
32,8,2014-15,SWD Status,Not SWD,186397,13829,172568,92.6,1049,225,21.4
32,8,2014-15,SWD Status,SWD,38357,4579,33778,88.1,217,88,40.6
32,8,2015-16,SWD Status,Not SWD,177547,10819,166728,93.9,1027,196,19.1
32,8,2015-16,SWD Status,SWD,32088,3204,28884,90.0,187,62,33.2
32,8,2016-17,SWD Status,Not SWD,153353,9271,144082,94.0,901,154,17.1
32,8,2016-17,SWD Status,SWD,32621,3225,29396,90.1,193,70,36.3
32,8,2017-18,SWD Status,Not SWD,152138,10193,141945,93.3,877,185,21.1
32,8,2017-18,SWD Status,SWD,35091,3583,31508,89.8,201,69,34.3
32,8,2018-19,SWD Status,Not SWD,150986,10211,140775,93.2,881,171,19.4
32,8,2018-19,SWD Status,SWD,36820,3990,32830,89.2,212,80,37.7
32,9,2013-14,SWD Status,Not SWD,77949,11083,66866,85.8,502,202,40.2
32,9,2013-14,SWD Status,SWD,26457,4946,21511,81.3,171,98,57.3
32,9,2014-15,SWD Status,Not SWD,84470,10532,73938,87.5,541,176,32.5
32,9,2014-15,SWD Status,SWD,22357,3792,18565,83.0,143,73,51.0
32,9,2015-16,SWD Status,Not SWD,71859,10011,61848,86.1,473,195,41.2
32,9,2015-16,SWD Status,SWD,19500,3712,15788,81.0,131,73,55.7
32,9,2016-17,SWD Status,Not SWD,71936,9423,62513,86.9,477,184,38.6
32,9,2016-17,SWD Status,SWD,20008,3677,16331,81.6,129,72,55.8
32,9,2017-18,SWD Status,Not SWD,66562,8335,58227,87.5,435,150,34.5
32,9,2017-18,SWD Status,SWD,23737,5006,18731,78.9,159,93,58.5
32,9,2018-19,SWD Status,Not SWD,75840,8338,67502,89.0,521,173,33.2
32,9,2018-19,SWD Status,SWD,23066,3410,19656,85.2,153,68,44.4
32,10,2013-14,SWD Status,Not SWD,107854,22908,84946,78.8,748,464,62.0
32,10,2013-14,SWD Status,SWD,22704,5115,17589,77.5,147,104,70.7
32,10,2014-15,SWD Status,Not SWD,100946,20812,80134,79.4,687,392,57.1
32,10,2014-15,SWD Status,SWD,26965,6181,20784,77.1,175,111,63.4
32,10,2015-16,SWD Status,Not SWD,98986,18926,80060,80.9,679,366,53.9
32,10,2015-16,SWD Status,SWD,24891,5592,19299,77.5,165,107,64.8
32,10,2016-17,SWD Status,Not SWD,88622,18291,70331,79.4,597,338,56.6
32,10,2016-17,SWD Status,SWD,24218,5544,18674,77.1,162,105,64.8
32,10,2017-18,SWD Status,Not SWD,74401,12004,62397,83.9,497,241,48.5
32,10,2017-18,SWD Status,SWD,21908,4722,17186,78.4,145,87,60.0
32,10,2018-19,SWD Status,Not SWD,73620,11391,62229,84.5,480,194,40.4
32,10,2018-19,SWD Status,SWD,23740,4825,18915,79.7,151,89,58.9
32,11,2013-14,SWD Status,Not SWD,68413,10252,58161,85.0,438,199,45.4
32,11,2013-14,SWD Status,SWD,17018,4121,12897,75.8,107,68,63.6
32,11,2014-15,SWD Status,Not SWD,69047,9862,59185,85.7,425,181,42.6
32,11,2014-15,SWD Status,SWD,17806,3634,14172,79.6,114,75,65.8
32,11,2015-16,SWD Status,Not SWD,65563,9489,56074,85.5,416,190,45.7
32,11,2015-16,SWD Status,SWD,19119,3913,15206,79.5,123,77,62.6
32,11,2016-17,SWD Status,Not SWD,71076,8828,62248,87.6,461,183,39.7
32,11,2016-17,SWD Status,SWD,15482,3214,12268,79.2,102,62,60.8
32,11,2017-18,SWD Status,Not SWD,68897,11309,57588,83.6,447,221,49.4
32,11,2017-18,SWD Status,SWD,19268,4649,14619,75.9,125,89,71.2
32,11,2018-19,SWD Status,Not SWD,71067,10394,60673,85.4,455,212,46.6
32,11,2018-19,SWD Status,SWD,19685,4192,15493,78.7,128,81,63.3
32,12,2013-14,SWD Status,Not SWD,77746,15085,62661,80.6,529,327,61.8
32,12,2013-14,SWD Status,SWD,18097,4543,13554,74.9,122,87,71.3
32,12,2014-15,SWD Status,Not SWD,76760,14806,61954,80.7,510,305,59.8
32,12,2014-15,SWD Status,SWD,17522,4933,12589,71.8,114,85,74.6
32,12,2015-16,SWD Status,Not SWD,75712,14491,61221,80.9,495,298,60.2
32,12,2015-16,SWD Status,SWD,17081,3830,13251,77.6,116,77,66.4
32,12,2016-17,SWD Status,Not SWD,68529,13210,55319,80.7,444,263,59.2
32,12,2016-17,SWD Status,SWD,18140,4383,13757,75.8,119,89,74.8
32,12,2017-18,SWD Status,Not SWD,86468,18242,68226,78.9,559,341,61.0
32,12,2017-18,SWD Status,SWD,20035,4717,15318,76.5,131,93,71.0
32,12,2018-19,SWD Status,Not SWD,73304,14409,58895,80.3,468,285,60.9
32,12,2018-19,SWD Status,SWD,20902,5522,15380,73.6,136,101,74.3
75,All Grades,2013-14,SWD Status,Not SWD,22900,8047,14853,64.9,231,178,77.1
75,All Grades,2013-14,SWD Status,SWD,3707646,585383,3122263,84.2,21949,11869,54.1
75,All Grades,2014-15,SWD Status,Not SWD,17393,5751,11642,66.9,193,133,68.9
75,All Grades,2014-15,SWD Status,SWD,3808931,561196,3247735,85.3,22184,11034,49.7
75,All Grades,2015-16,SWD Status,Not SWD,16369,5542,10827,66.1,165,109,66.1
75,All Grades,2015-16,SWD Status,SWD,3823699,543773,3279926,85.8,22731,11093,48.8
75,All Grades,2016-17,SWD Status,Not SWD,15539,6274,9265,59.6,188,155,82.4
75,All Grades,2016-17,SWD Status,SWD,3852587,556251,3296336,85.6,23114,11344,49.1
75,All Grades,2017-18,SWD Status,Not SWD,14096,4352,9744,69.1,158,125,79.1
75,All Grades,2017-18,SWD Status,SWD,3986489,598469,3388020,85.0,23666,12322,52.1
75,All Grades,2018-19,SWD Status,Not SWD,12173,4691,7482,61.5,148,124,83.8
75,All Grades,2018-19,SWD Status,SWD,4095369,616269,3479100,85.0,24275,12450,51.3
75,0K,2013-14,SWD Status,Not SWD,379,s,s,s,s,s,s
75,0K,2013-14,SWD Status,SWD,259154,s,s,s,s,s,s
75,0K,2014-15,SWD Status,Not SWD,1204,256,948,78.7,9,6,66.7
75,0K,2014-15,SWD Status,SWD,248411,31099,217312,87.5,1491,716,48.0
75,0K,2015-16,SWD Status,Not SWD,556,s,s,s,s,s,s
75,0K,2015-16,SWD Status,SWD,252930,s,s,s,s,s,s
75,0K,2016-17,SWD Status,Not SWD,328,s,s,s,s,s,s
75,0K,2016-17,SWD Status,SWD,233540,s,s,s,s,s,s
75,0K,2017-18,SWD Status,Not SWD,247,s,s,s,s,s,s
75,0K,2017-18,SWD Status,SWD,264995,s,s,s,s,s,s
75,0K,2018-19,SWD Status,Not SWD,508,s,s,s,s,s,s
75,0K,2018-19,SWD Status,SWD,271195,s,s,s,s,s,s
75,1,2013-14,SWD Status,Not SWD,941,141,800,85.0,8,4,50.0
75,1,2013-14,SWD Status,SWD,274667,36205,238462,86.8,1603,816,50.9
75,1,2014-15,SWD Status,Not SWD,246,s,s,s,s,s,s
75,1,2014-15,SWD Status,SWD,301568,s,s,s,s,s,s
75,1,2015-16,SWD Status,Not SWD,653,s,s,s,s,s,s
75,1,2015-16,SWD Status,SWD,285041,s,s,s,s,s,s
75,1,2016-17,SWD Status,Not SWD,356,s,s,s,s,s,s
75,1,2016-17,SWD Status,SWD,289213,s,s,s,s,s,s
75,1,2017-18,SWD Status,Not SWD,559,s,s,s,s,s,s
75,1,2017-18,SWD Status,SWD,281500,s,s,s,s,s,s
75,1,2018-19,SWD Status,Not SWD,386,s,s,s,s,s,s
75,1,2018-19,SWD Status,SWD,308917,s,s,s,s,s,s
75,2,2013-14,SWD Status,Not SWD,441,s,s,s,s,s,s
75,2,2013-14,SWD Status,SWD,268619,s,s,s,s,s,s
75,2,2014-15,SWD Status,Not SWD,297,s,s,s,s,s,s
75,2,2014-15,SWD Status,SWD,293943,s,s,s,s,s,s
75,2,2015-16,SWD Status,Not SWD,393,s,s,s,s,s,s
75,2,2015-16,SWD Status,SWD,312110,s,s,s,s,s,s
75,2,2016-17,SWD Status,Not SWD,453,s,s,s,s,s,s
75,2,2016-17,SWD Status,SWD,300641,s,s,s,s,s,s
75,2,2017-18,SWD Status,Not SWD,241,s,s,s,s,s,s
75,2,2017-18,SWD Status,SWD,307571,s,s,s,s,s,s
75,2,2018-19,SWD Status,Not SWD,320,s,s,s,s,s,s
75,2,2018-19,SWD Status,SWD,299461,s,s,s,s,s,s
75,3,2013-14,SWD Status,Not SWD,1182,276,906,76.6,12,7,58.3
75,3,2013-14,SWD Status,SWD,266047,33297,232750,87.5,1548,750,48.4
75,3,2014-15,SWD Status,Not SWD,412,s,s,s,s,s,s
75,3,2014-15,SWD Status,SWD,280766,s,s,s,s,s,s
75,3,2015-16,SWD Status,Not SWD,306,s,s,s,s,s,s
75,3,2015-16,SWD Status,SWD,301061,s,s,s,s,s,s
75,3,2016-17,SWD Status,Not SWD,90,s,s,s,s,s,s
75,3,2016-17,SWD Status,SWD,313570,s,s,s,s,s,s
75,3,2017-18,SWD Status,Not SWD,771,s,s,s,s,s,s
75,3,2017-18,SWD Status,SWD,312215,s,s,s,s,s,s
75,3,2018-19,SWD Status,Not SWD,874,s,s,s,s,s,s
75,3,2018-19,SWD Status,SWD,315873,s,s,s,s,s,s
75,4,2013-14,SWD Status,Not SWD,1232,149,1083,87.9,13,6,46.2
75,4,2013-14,SWD Status,SWD,259299,32111,227188,87.6,1509,727,48.2
75,4,2014-15,SWD Status,Not SWD,182,s,s,s,s,s,s
75,4,2014-15,SWD Status,SWD,276407,s,s,s,s,s,s
75,4,2015-16,SWD Status,Not SWD,340,s,s,s,s,s,s
75,4,2015-16,SWD Status,SWD,279733,s,s,s,s,s,s
75,4,2016-17,SWD Status,Not SWD,497,s,s,s,s,s,s
75,4,2016-17,SWD Status,SWD,301519,s,s,s,s,s,s
75,4,2017-18,SWD Status,Not SWD,261,s,s,s,s,s,s
75,4,2017-18,SWD Status,SWD,320508,s,s,s,s,s,s
75,4,2018-19,SWD Status,Not SWD,345,s,s,s,s,s,s
75,4,2018-19,SWD Status,SWD,311310,s,s,s,s,s,s
75,5,2013-14,SWD Status,Not SWD,754,s,s,s,s,s,s
75,5,2013-14,SWD Status,SWD,263473,s,s,s,s,s,s
75,5,2014-15,SWD Status,Not SWD,297,s,s,s,s,s,s
75,5,2014-15,SWD Status,SWD,268944,s,s,s,s,s,s
75,5,2015-16,SWD Status,Not SWD,562,s,s,s,s,s,s
75,5,2015-16,SWD Status,SWD,273350,s,s,s,s,s,s
75,5,2016-17,SWD Status,Not SWD,256,s,s,s,s,s,s
